customer_id,segment_name,recency,frequency,monetary,return_rate,recent_tickets
CUST00414,Dormant Customers,3,1,211.77919999999997,1.0,1.0
CUST00415,Loyal / Core Buyers,120,2,1708.7007,0.0,0.0
CUST00416,Loyal / Core Buyers,28,2,727.8202,0.0,1.0
CUST00417,At-Risk Customers,151,4,2035.1486,0.0,0.0
CUST00418,Dormant Customers,5,2,1679.5659999999998,0.0,1.0
CUST00419,Loyal / Core Buyers,98,2,1258.1390000000001,0.0,0.0
CUST00420,Champions,18,4,3345.2825000000003,0.0,0.0
CUST00421,Champions,0,7,3945.6956,0.14285714285714285,0.0
CUST00422,Loyal / Core Buyers,125,2,798.6732,0.0,0.0
CUST00423,At-Risk Customers,135,3,1905.0423,0.0,0.0
CUST00424,Loyal / Core Buyers,113,2,1027.3375999999998,0.0,0.0
CUST00425,Loyal / Core Buyers,113,2,1244.1304,0.0,0.0
CUST00426,Loyal / Core Buyers,77,2,1226.88,0.0,0.0
CUST00427,Dormant Customers,1,2,198.47159999999997,0.5,1.0
CUST00428,Loyal / Core Buyers,74,5,1909.7134999999998,0.0,0.0
CUST00429,Dormant Customers,6,1,320.03520000000003,0.0,1.0
CUST00430,Loyal / Core Buyers,22,3,1695.1215000000002,0.0,0.0
CUST00431,Loyal / Core Buyers,154,2,527.8022,0.0,0.0
CUST00432,At-Risk Customers,112,4,4042.9438,0.0,0.0
CUST00433,Champions,36,6,3506.9442,0.0,1.0
CUST00434,Loyal / Core Buyers,293,2,776.9031,0.0,0.0
CUST00435,At-Risk Customers,200,3,1259.534,0.3333333333333333,0.0
CUST00436,Loyal / Core Buyers,49,4,2179.0494,0.0,0.0
CUST00437,Dormant Customers,151,1,546.915,0.0,0.0
CUST00438,Frustrated / High-Complaint,64,3,2011.5738,1.0,2.0
CUST00439,At-Risk Customers,119,3,1356.2192,0.3333333333333333,0.0
CUST00440,Dormant Customers,64,1,143.01319999999998,0.0,1.0
CUST00441,Dormant Customers,211,1,597.8692,0.0,0.0
CUST00442,Loyal / Core Buyers,69,8,3384.3672,0.0,0.0
CUST00443,At-Risk Customers,265,3,1307.8044999999997,0.0,0.0
CUST00444,Dormant Customers,232,1,421.88040000000007,0.0,0.0
CUST00445,Dormant Customers,26,1,909.0360000000001,0.0,0.0
CUST00446,Dormant Customers,26,1,349.1771999999999,0.0,0.0
CUST00447,Champions,36,7,1935.7529,0.14285714285714285,2.0
CUST00448,At-Risk Customers,136,5,3375.8242999999998,0.4,0.0
CUST00449,Loyal / Core Buyers,209,2,406.41279999999995,0.0,0.0
CUST00450,Dormant Customers,44,1,655.804,0.0,0.0
CUST00451,Champions,29,4,3045.8895,0.25,0.0
CUST00452,At-Risk Customers,256,6,1267.4921,0.0,0.0
CUST00453,Champions,17,4,2253.4796,0.0,1.0
CUST00454,Champions,13,4,2278.4444000000003,0.0,2.0
CUST00455,At-Risk Customers,273,3,991.5011999999999,0.0,0.0
CUST00456,At-Risk Customers,147,4,3004.8892,0.0,0.0
CUST00457,Loyal / Core Buyers,321,2,1169.9438,0.0,0.0
CUST00458,Dormant Customers,4,2,920.9279999999999,0.0,0.0
CUST00459,At-Risk Customers,237,3,2592.9579,0.3333333333333333,0.0
CUST00460,Champions,19,11,7213.4077,0.09090909090909091,1.0
CUST00461,At-Risk Customers,194,4,1104.3744,0.0,0.0
CUST00462,Loyal / Core Buyers,35,3,1824.9658,0.0,0.0
CUST00463,Champions,29,4,3850.0465,0.0,0.0
CUST00464,At-Risk Customers,106,10,4097.9115,0.1,0.0
CUST00465,Dormant Customers,177,1,818.2062,0.0,0.0
CUST00466,Champions,25,10,3677.8646,0.1,0.0
CUST00467,Dormant Customers,3,2,817.1814,0.0,0.0
CUST00468,Frustrated / High-Complaint,198,2,725.7948000000001,0.5,0.0
CUST00469,Dormant Customers,19,3,1073.3741,0.0,0.0
CUST00470,At-Risk Customers,166,5,2405.0848,0.0,0.0
CUST00471,Dormant Customers,126,1,156.68730000000002,0.0,0.0
CUST00472,At-Risk Customers,114,3,2542.7439,0.0,0.0
CUST00473,At-Risk Customers,121,6,2674.5969,0.16666666666666666,0.0
CUST00474,Loyal / Core Buyers,22,3,1244.4567,0.3333333333333333,0.0
CUST00475,Champions,39,9,5858.7433,0.0,0.0
CUST00476,At-Risk Customers,140,7,4110.9376,0.14285714285714285,0.0
CUST00477,Loyal / Core Buyers,60,4,1595.9279999999999,0.0,0.0
CUST00478,Loyal / Core Buyers,31,2,508.6363,0.0,0.0
CUST00479,Dormant Customers,269,1,233.11819999999997,0.0,0.0
CUST00480,At-Risk Customers,148,7,3555.1482,0.0,0.0
CUST00481,Loyal / Core Buyers,43,2,756.5018,0.0,0.0
CUST00482,Loyal / Core Buyers,32,4,1435.7058000000002,0.0,0.0
CUST00483,At-Risk Customers,107,7,3162.7055,0.14285714285714285,0.0
CUST00484,Loyal / Core Buyers,62,5,4427.9363,0.2,1.0
CUST00485,At-Risk Customers,228,5,1851.4257000000002,0.0,0.0
CUST00486,Dormant Customers,44,1,769.6519999999999,0.0,0.0
CUST00487,Loyal / Core Buyers,29,7,1493.148,0.14285714285714285,1.0
CUST00488,At-Risk Customers,217,4,1870.8223,0.0,0.0
CUST00489,Dormant Customers,210,1,606.9672,0.0,0.0
CUST00490,Dormant Customers,7,1,485.05979999999994,1.0,1.0
CUST00491,Dormant Customers,97,1,411.0764,1.0,1.0
CUST00492,Loyal / Core Buyers,61,6,4080.6743,0.16666666666666666,0.0
CUST00493,Frustrated / High-Complaint,108,2,1171.099,0.5,0.0
CUST00494,Dormant Customers,11,1,561.1274999999999,0.0,0.0
CUST00495,Loyal / Core Buyers,45,2,1372.1111999999998,0.0,0.0
CUST00496,Dormant Customers,35,1,904.1226000000001,0.0,0.0
CUST00497,Dormant Customers,159,1,1483.1732,0.0,0.0
CUST00498,Loyal / Core Buyers,24,2,848.1033,0.0,0.0
CUST00499,Dormant Customers,18,3,2700.4656,0.0,0.0
CUST00500,Loyal / Core Buyers,43,3,2525.0848,0.0,0.0
CUST00501,Champions,20,4,2314.5312,0.0,1.0
CUST00502,Dormant Customers,17,2,923.9098000000001,0.0,0.0
CUST00503,Frustrated / High-Complaint,48,7,3033.4642,0.14285714285714285,2.0
CUST00504,Dormant Customers,15,1,1281.6080000000002,0.0,0.0
CUST00505,Dormant Customers,125,1,811.5117,0.0,0.0
CUST00506,Champions,38,9,5902.8326,0.0,0.0
CUST00507,Loyal / Core Buyers,120,2,2245.5912,0.0,0.0
CUST00508,Dormant Customers,148,1,624.2337,0.0,0.0
CUST00509,Dormant Customers,21,1,610.6944000000001,0.0,0.0
CUST00510,At-Risk Customers,162,4,2641.9539999999997,0.25,0.0
CUST00511,Champions,5,4,2290.1715,0.0,1.0
CUST00512,Champions,16,4,1980.8948,0.0,1.0
CUST00513,Champions,27,8,3988.3319,0.0,1.0
CUST00514,Dormant Customers,93,1,1350.04,0.0,0.0
CUST00515,Dormant Customers,6,2,1000.5577000000001,0.0,0.0
CUST00516,Dormant Customers,27,1,505.1079000000001,0.0,0.0
CUST00517,Loyal / Core Buyers,59,5,2178.7842,0.0,0.0
CUST00518,Dormant Customers,23,1,199.672,0.0,0.0
CUST00519,Dormant Customers,81,1,276.3214,0.0,0.0
CUST00520,Champions,2,5,2176.0959000000003,0.0,0.0
CUST00521,Champions,42,7,2489.0688,0.0,1.0
CUST00522,Dormant Customers,462,1,1350.576,0.0,0.0
CUST00523,Loyal / Core Buyers,29,3,1588.023,0.0,0.0
CUST00524,Champions,11,10,5253.302299999999,0.1,0.0
CUST00525,At-Risk Customers,220,4,1456.6915,0.0,0.0
CUST00526,Dormant Customers,2,1,701.4742,0.0,0.0
CUST00527,At-Risk Customers,113,6,4310.268,0.0,0.0
CUST00528,Dormant Customers,14,1,305.855,0.0,0.0
CUST00529,Dormant Customers,63,1,858.4352,0.0,1.0
CUST00530,Loyal / Core Buyers,57,3,1651.6094999999998,0.0,0.0
CUST00531,Loyal / Core Buyers,43,2,347.1443,0.0,1.0
CUST00532,At-Risk Customers,118,4,3154.6242999999995,0.0,0.0
CUST00533,Dormant Customers,4,1,65.55999999999999,0.0,1.0
CUST00534,Loyal / Core Buyers,74,5,2402.3224,0.0,0.0
CUST00535,At-Risk Customers,138,5,3663.7278,0.0,0.0
CUST00536,Loyal / Core Buyers,55,4,3592.4424,0.0,0.0
CUST00537,Dormant Customers,2,1,304.35439999999994,0.0,0.0
CUST00538,Loyal / Core Buyers,70,6,3645.6005999999998,0.0,0.0
CUST00539,Loyal / Core Buyers,65,8,6622.6347000000005,0.0,0.0
CUST00540,Loyal / Core Buyers,56,7,3688.1306999999997,0.0,0.0
CUST00541,At-Risk Customers,132,5,2197.2179,0.0,0.0
CUST00542,Dormant Customers,54,1,403.816,0.0,0.0
CUST00543,At-Risk Customers,197,4,1754.1970000000001,0.0,0.0
CUST00544,Loyal / Core Buyers,85,2,1674.0565000000001,0.0,0.0
CUST00545,Dormant Customers,1,1,392.32050000000004,0.0,1.0
CUST00546,Dormant Customers,3,2,1467.4234999999999,0.0,0.0
CUST00547,Dormant Customers,39,1,881.0912,1.0,1.0
CUST00548,Dormant Customers,165,1,618.264,0.0,0.0
CUST00549,Loyal / Core Buyers,132,2,665.5513,0.0,0.0
CUST00550,Dormant Customers,11,1,304.964,0.0,0.0
CUST00551,Loyal / Core Buyers,25,3,1506.8636000000001,0.0,0.0
CUST00552,Dormant Customers,4,1,476.658,0.0,0.0
CUST00553,At-Risk Customers,293,4,2160.664,0.0,0.0
CUST00554,Dormant Customers,7,3,887.6197999999999,0.0,0.0
CUST00555,Loyal / Core Buyers,45,3,1564.606,0.0,1.0
CUST00556,Dormant Customers,26,1,702.12,0.0,1.0
CUST00557,Champions,16,6,3452.0841,0.0,0.0
CUST00558,Loyal / Core Buyers,399,2,495.2849,0.0,0.0
CUST00559,Dormant Customers,1,2,978.7085999999999,0.0,0.0
CUST00560,Dormant Customers,231,1,737.8345,0.0,0.0
CUST00561,Dormant Customers,4,1,166.6145,0.0,1.0
CUST00562,Frustrated / High-Complaint,259,2,541.5917999999999,0.5,0.0
CUST00563,Loyal / Core Buyers,105,2,619.9967,0.0,0.0
CUST00564,At-Risk Customers,130,8,2919.26,0.0,0.0
CUST00565,Dormant Customers,39,1,245.23950000000002,0.0,0.0
CUST00566,Dormant Customers,22,1,447.2768,0.0,0.0
CUST00567,Champions,3,8,3641.6579,0.0,0.0
CUST00568,Dormant Customers,34,1,298.9144,0.0,0.0
CUST00569,Dormant Customers,113,1,266.6,0.0,0.0
CUST00570,At-Risk Customers,168,3,1927.7170999999998,0.3333333333333333,0.0
CUST00571,Dormant Customers,32,1,430.6608,1.0,1.0
CUST00572,Loyal / Core Buyers,51,6,2371.6997,0.0,0.0
CUST00573,At-Risk Customers,125,5,1854.5230000000001,0.0,0.0
CUST00574,Champions,5,7,4711.2897,0.0,0.0
CUST00575,Dormant Customers,83,1,384.104,0.0,1.0
CUST00576,Loyal / Core Buyers,46,2,535.0558,0.0,0.0
CUST00577,Loyal / Core Buyers,72,5,2783.62,0.0,0.0
CUST00578,Loyal / Core Buyers,376,2,2785.2731,0.0,0.0
CUST00579,Dormant Customers,10,1,184.0248,0.0,0.0
CUST00580,Dormant Customers,74,1,613.9024000000001,0.0,0.0
CUST00581,Loyal / Core Buyers,76,2,1245.1424,0.0,0.0
CUST00582,Dormant Customers,286,1,227.39480000000003,0.0,0.0
CUST00583,At-Risk Customers,263,4,2946.2219999999998,0.0,0.0
CUST00584,Dormant Customers,83,1,413.73499999999996,0.0,0.0
CUST00585,At-Risk Customers,113,8,3897.9121999999998,0.0,0.0
CUST00586,At-Risk Customers,128,4,1418.0268,0.0,0.0
CUST00587,Dormant Customers,18,1,132.3792,0.0,0.0
CUST00588,Dormant Customers,76,1,526.4595,0.0,0.0
CUST00589,Loyal / Core Buyers,71,5,3076.3312,0.0,1.0
CUST00590,At-Risk Customers,140,3,2880.7785,0.0,0.0
CUST00591,Loyal / Core Buyers,69,2,1132.7945,0.0,0.0
CUST00592,Loyal / Core Buyers,20,2,636.9744000000001,0.0,0.0
CUST00593,Champions,29,5,2658.1724999999997,0.0,1.0
CUST00594,Dormant Customers,91,1,224.39,0.0,0.0
CUST00595,Champions,20,5,1997.6455,0.0,0.0
CUST00596,Loyal / Core Buyers,50,4,2004.288,0.0,1.0
CUST00597,Loyal / Core Buyers,52,4,2034.5291,0.0,1.0
CUST00598,Dormant Customers,7,2,784.9168,0.0,0.0
CUST00599,At-Risk Customers,169,4,2350.6548000000003,0.0,0.0
CUST00600,At-Risk Customers,263,3,873.6178,0.0,0.0
CUST00601,Dormant Customers,70,1,516.336,0.0,0.0
CUST00602,Dormant Customers,91,1,73.60740000000001,0.0,0.0
CUST00603,Champions,10,9,3632.3066999999996,0.0,2.0
CUST00604,Dormant Customers,90,1,624.6104,0.0,0.0
CUST00605,At-Risk Customers,160,5,2481.7934,0.0,0.0
CUST00606,Dormant Customers,120,1,182.514,0.0,0.0
CUST00607,At-Risk Customers,249,3,1796.4308999999998,0.0,0.0
CUST00608,Loyal / Core Buyers,27,3,1664.2180999999998,0.0,1.0
CUST00609,Champions,6,5,2812.6980999999996,0.0,0.0
CUST00610,Champions,22,5,2839.9751,0.4,1.0
CUST00611,At-Risk Customers,235,4,2617.9206,0.25,0.0
CUST00612,Loyal / Core Buyers,48,2,1507.6834000000001,0.0,0.0
CUST00613,Champions,4,6,2854.1279,0.0,2.0
CUST00614,Dormant Customers,196,1,179.53319999999997,0.0,0.0
CUST00615,Dormant Customers,34,1,370.20489999999995,1.0,1.0
CUST00616,Champions,36,5,1917.3498,0.0,1.0
CUST00617,Champions,14,10,3396.9356,0.1,0.0
CUST00618,Loyal / Core Buyers,92,2,1282.6470999999997,0.0,0.0
CUST00619,Dormant Customers,2,5,1618.2801000000002,0.0,0.0
CUST00620,Dormant Customers,90,1,332.6152,0.0,1.0
CUST00621,Dormant Customers,92,1,247.45629999999997,0.0,0.0
CUST00622,At-Risk Customers,180,3,1512.2726000000002,0.0,0.0
CUST00623,At-Risk Customers,108,4,1304.7254,0.25,0.0
CUST00624,Dormant Customers,232,1,132.3441,0.0,0.0
CUST00625,Loyal / Core Buyers,66,4,1439.6255,0.0,0.0
CUST00626,Dormant Customers,9,2,935.798,0.0,1.0
CUST00627,Loyal / Core Buyers,75,3,1563.1356,0.0,0.0
CUST00628,Loyal / Core Buyers,59,3,625.7470000000001,0.0,1.0
CUST00629,Dormant Customers,44,1,256.59200000000004,0.0,0.0
CUST00630,At-Risk Customers,93,3,1765.3213999999998,0.0,0.0
CUST00631,Loyal / Core Buyers,68,10,3911.4754000000003,0.1,0.0
CUST00632,Dormant Customers,61,1,593.2465000000001,0.0,0.0
CUST00633,Dormant Customers,33,1,1344.0687999999998,0.0,0.0
CUST00634,At-Risk Customers,118,4,1330.1164,0.25,0.0
CUST00635,Dormant Customers,134,1,660.6990000000001,0.0,0.0
CUST00636,Loyal / Core Buyers,72,2,1743.7339000000002,0.0,0.0
CUST00637,Loyal / Core Buyers,60,5,3565.5275,0.0,0.0
CUST00638,At-Risk Customers,173,6,2210.4048,0.0,0.0
CUST00639,At-Risk Customers,369,3,2259.5402000000004,0.0,0.0
CUST00640,Dormant Customers,130,1,462.1392,0.0,0.0
CUST00641,Champions,35,6,3723.6684,0.0,0.0
CUST00642,Dormant Customers,18,3,1028.5401,0.0,0.0
CUST00643,Dormant Customers,155,1,807.5916,0.0,0.0
CUST00644,Loyal / Core Buyers,78,7,2369.632,0.0,0.0
CUST00645,At-Risk Customers,252,3,1658.1205,0.0,0.0
CUST00646,At-Risk Customers,117,6,4925.629800000001,0.16666666666666666,0.0
CUST00647,Dormant Customers,64,1,441.5424,0.0,1.0
CUST00648,Dormant Customers,31,1,1129.4079000000002,0.0,0.0
CUST00649,At-Risk Customers,124,6,2376.2971,0.16666666666666666,0.0
CUST00650,Loyal / Core Buyers,59,3,1799.3693,0.0,0.0
CUST00651,Champions,34,7,3352.1153999999997,0.0,0.0
CUST00652,Loyal / Core Buyers,75,4,3192.4385,0.0,0.0
CUST00653,Loyal / Core Buyers,32,2,1623.2282,0.0,0.0
CUST00654,Champions,8,6,5194.1318,0.3333333333333333,2.0
CUST00655,Loyal / Core Buyers,79,8,3839.7315,0.0,0.0
CUST00656,Loyal / Core Buyers,67,4,2419.7758000000003,0.0,0.0
CUST00657,Loyal / Core Buyers,63,4,908.8331,0.25,1.0
CUST00658,Loyal / Core Buyers,219,2,1719.8580999999997,0.0,0.0
CUST00659,Dormant Customers,16,1,556.4601,0.0,0.0
CUST00660,Dormant Customers,43,1,481.68119999999993,0.0,0.0
CUST00661,At-Risk Customers,180,3,683.3119000000002,0.0,0.0
CUST00662,Dormant Customers,124,1,622.6608,0.0,0.0
CUST00663,Loyal / Core Buyers,64,8,3870.3159,0.125,0.0
CUST00664,Dormant Customers,20,1,156.5982,0.0,1.0
CUST00665,Champions,35,9,5413.8359,0.1111111111111111,1.0
CUST00666,Dormant Customers,3,1,367.8732,0.0,1.0
CUST00667,Champions,25,5,3649.3174,0.2,0.0
CUST00668,Loyal / Core Buyers,42,2,805.7760000000001,0.0,0.0
CUST00669,Loyal / Core Buyers,57,3,2029.8627999999999,0.0,0.0
CUST00670,At-Risk Customers,242,4,2465.8298999999997,0.0,0.0
CUST00671,Champions,2,8,3562.6273,0.0,0.0
CUST00672,Dormant Customers,141,1,230.2161,0.0,0.0
CUST00673,Dormant Customers,118,1,830.2080000000001,0.0,0.0
CUST00674,Loyal / Core Buyers,56,8,3036.6264,0.0,0.0
CUST00675,At-Risk Customers,130,5,4856.5571,0.0,0.0
CUST00676,Dormant Customers,6,1,428.50199999999995,0.0,1.0
CUST00677,Dormant Customers,6,1,186.6304,0.0,0.0
CUST00678,Loyal / Core Buyers,196,2,810.1581999999999,0.0,0.0
CUST00679,Loyal / Core Buyers,83,8,4206.645,0.0,0.0
CUST00680,Dormant Customers,215,1,772.3593,0.0,0.0
CUST00681,Dormant Customers,211,1,809.7160000000001,1.0,0.0
CUST00682,Dormant Customers,19,1,1027.7309,0.0,1.0
CUST00683,Dormant Customers,0,3,2546.0784,0.0,1.0
CUST00684,At-Risk Customers,140,4,1889.417,0.0,0.0
CUST00685,Dormant Customers,2,1,648.5304,0.0,0.0
CUST00686,At-Risk Customers,127,3,1039.0844,0.0,0.0
CUST00687,At-Risk Customers,117,5,3221.5018,0.0,0.0
CUST00688,Champions,13,5,2618.0287,0.2,1.0
CUST00689,Loyal / Core Buyers,70,4,3958.2321,0.0,0.0
CUST00690,Champions,4,5,4186.683,0.0,0.0
CUST00691,Loyal / Core Buyers,61,3,1903.7117,0.0,0.0
CUST00692,Loyal / Core Buyers,58,3,1161.7788,0.0,0.0
CUST00693,At-Risk Customers,147,5,4928.527,0.0,0.0
CUST00694,Dormant Customers,74,1,265.7578,0.0,0.0
CUST00695,Dormant Customers,198,1,363.9415000000001,0.0,0.0
CUST00696,Champions,40,5,3488.8709,0.0,0.0
CUST00697,At-Risk Customers,247,4,2781.266,0.25,0.0
CUST00698,Champions,14,8,3948.3462,0.375,2.0
CUST00699,Loyal / Core Buyers,47,4,1408.4492999999998,0.0,0.0
CUST00700,Loyal / Core Buyers,49,4,3038.4237000000003,0.0,0.0
CUST00701,At-Risk Customers,122,5,5643.727,0.0,0.0
CUST00702,Loyal / Core Buyers,77,6,6446.7501,0.16666666666666666,1.0
CUST00703,Dormant Customers,104,1,248.4414,0.0,0.0
CUST00704,Champions,22,4,1976.5502000000001,0.0,0.0
CUST00705,Dormant Customers,12,1,872.61,1.0,1.0
CUST00706,Dormant Customers,2,1,294.1769,0.0,0.0
CUST00707,At-Risk Customers,189,3,1779.3816,0.0,0.0
CUST00708,Champions,45,6,3541.7339,0.0,1.0
CUST00709,Dormant Customers,129,1,1710.8289,0.0,0.0
CUST00710,Champions,16,8,4167.9337000000005,0.0,0.0
CUST00711,Champions,19,8,3262.2653,0.125,1.0
CUST00712,Dormant Customers,4,4,1346.7769,0.0,0.0
CUST00713,Champions,3,9,6563.1219,0.1111111111111111,2.0
CUST00714,Loyal / Core Buyers,40,6,1734.9108999999999,0.16666666666666666,1.0
CUST00715,Loyal / Core Buyers,25,3,464.1933000000001,0.0,0.0
CUST00716,Dormant Customers,6,6,1792.6413,0.0,1.0
CUST00717,Dormant Customers,0,1,610.5464999999999,0.0,0.0
CUST00718,Loyal / Core Buyers,117,2,470.851,0.0,0.0
CUST00719,At-Risk Customers,168,4,1666.2892000000002,0.25,0.0
CUST00720,At-Risk Customers,291,5,1863.2713,0.2,0.0
CUST00721,Dormant Customers,14,1,1671.291,0.0,0.0
CUST00722,Dormant Customers,30,1,102.61600000000001,1.0,1.0
CUST00723,Dormant Customers,69,1,492.12899999999996,0.0,0.0
CUST00724,Dormant Customers,8,2,895.8688000000001,0.0,0.0
CUST00725,At-Risk Customers,141,3,1388.0587,0.0,0.0
CUST00726,At-Risk Customers,98,10,5329.1695,0.1,0.0
CUST00727,Champions,8,5,2733.6105,0.2,0.0
CUST00728,Dormant Customers,66,1,309.1764,1.0,1.0
CUST00729,Dormant Customers,140,1,821.3946,0.0,0.0
CUST00730,Loyal / Core Buyers,232,2,1287.7388,0.0,0.0
CUST00731,Loyal / Core Buyers,136,2,927.3091999999999,0.0,0.0
CUST00732,Dormant Customers,6,1,350.27070000000003,0.0,1.0
CUST00733,Loyal / Core Buyers,66,3,1371.1028999999999,0.0,0.0
CUST00734,At-Risk Customers,89,5,3390.3733,0.2,0.0
CUST00735,Dormant Customers,12,4,1068.8962,0.0,0.0
CUST00736,Loyal / Core Buyers,66,3,1121.7788,0.0,0.0
CUST00737,Dormant Customers,24,1,733.2192,0.0,0.0
CUST00738,Dormant Customers,78,1,447.09680000000003,1.0,1.0
CUST00739,Dormant Customers,24,1,765.0035,0.0,0.0
CUST00740,At-Risk Customers,261,5,2728.6677999999997,0.2,0.0
CUST00741,At-Risk Customers,225,3,1417.113,0.0,0.0
CUST00742,Loyal / Core Buyers,49,2,861.07,0.0,0.0
CUST00743,Champions,1,5,2064.8735,0.2,0.0
CUST00744,Loyal / Core Buyers,65,2,925.6336000000001,0.0,0.0
CUST00745,Dormant Customers,1,1,775.8216,0.0,0.0
CUST00746,Loyal / Core Buyers,177,2,941.997,0.0,0.0
CUST00747,Dormant Customers,11,1,775.4702999999998,0.0,1.0
CUST00748,Loyal / Core Buyers,58,7,3645.8408999999997,0.0,0.0
CUST00749,Dormant Customers,11,2,810.1432000000001,0.0,0.0
CUST00750,Loyal / Core Buyers,49,3,1642.2812,0.0,0.0
CUST00751,Dormant Customers,15,1,519.2196,0.0,0.0
CUST00752,Loyal / Core Buyers,97,2,1023.2298000000001,0.0,0.0
CUST00753,Dormant Customers,143,1,918.2628000000001,0.0,0.0
CUST00754,Loyal / Core Buyers,37,2,3161.8181999999997,0.0,0.0
CUST00755,Frustrated / High-Complaint,200,2,1115.6754,0.5,0.0
CUST00756,At-Risk Customers,113,3,2745.1059999999998,0.0,0.0
CUST00757,Dormant Customers,8,3,1202.9364,0.0,0.0
CUST00758,Loyal / Core Buyers,78,10,4872.2276,0.0,0.0
CUST00759,Loyal / Core Buyers,38,2,1152.8728,0.0,0.0
CUST00760,Frustrated / High-Complaint,162,2,830.9652000000001,0.5,0.0
CUST00761,Loyal / Core Buyers,193,2,958.1359,0.0,0.0
CUST00762,Frustrated / High-Complaint,46,2,2135.2491,0.5,0.0
CUST00763,At-Risk Customers,188,4,3652.1093,0.0,0.0
CUST00764,Champions,23,4,2431.2186,0.0,0.0
CUST00765,At-Risk Customers,98,3,1656.1989,0.0,0.0
CUST00766,Loyal / Core Buyers,166,2,1234.4098,0.0,0.0
CUST00767,Loyal / Core Buyers,75,7,2386.4778,0.0,1.0
CUST00768,Loyal / Core Buyers,21,3,1844.0786,0.0,1.0
CUST00769,Champions,18,6,2014.4596000000001,0.0,0.0
CUST00770,Loyal / Core Buyers,27,3,2142.027,0.0,1.0
CUST00771,Dormant Customers,90,1,269.4884,0.0,1.0
CUST00772,At-Risk Customers,190,3,2269.0595000000003,0.0,0.0
CUST00773,Loyal / Core Buyers,71,3,1672.0294,0.0,0.0
CUST00774,At-Risk Customers,101,3,1294.3234,0.0,0.0
CUST00775,Dormant Customers,23,1,1000.1684000000001,0.0,0.0
CUST00776,At-Risk Customers,135,4,2286.9271,0.0,0.0
CUST00777,Dormant Customers,10,1,489.87879999999996,0.0,0.0
CUST00778,At-Risk Customers,331,4,3003.3252,0.0,0.0
CUST00779,Dormant Customers,6,1,212.23649999999998,0.0,0.0
CUST00780,Champions,36,4,2343.7889,0.25,2.0
CUST00781,Dormant Customers,49,1,274.536,0.0,0.0
CUST00782,Dormant Customers,194,1,348.6432,0.0,0.0
CUST00783,At-Risk Customers,232,6,2785.5256,0.0,0.0
CUST00784,Champions,45,5,2321.3197,0.0,0.0
CUST00785,Champions,11,6,2131.0365,0.0,0.0
CUST00786,At-Risk Customers,150,5,4802.5545,0.2,0.0
CUST00787,Loyal / Core Buyers,48,7,4328.3893,0.0,0.0
CUST00788,Dormant Customers,49,1,859.1484,0.0,0.0
CUST00789,Loyal / Core Buyers,55,3,1181.9926,0.0,0.0
CUST00790,Dormant Customers,78,1,371.6523,0.0,1.0
CUST00791,Dormant Customers,230,1,736.5166,0.0,0.0
CUST00792,At-Risk Customers,148,6,1918.5248000000001,0.0,0.0
CUST00793,At-Risk Customers,113,3,1709.5151999999998,0.0,0.0
CUST00794,At-Risk Customers,171,5,2269.928,0.0,0.0
CUST00795,At-Risk Customers,138,4,3072.2296,0.0,0.0
CUST00796,At-Risk Customers,151,3,4340.7269,0.0,0.0
CUST00797,Champions,9,5,2183.7718999999997,0.0,0.0
CUST00798,Loyal / Core Buyers,57,10,4663.1203,0.0,0.0
CUST00799,Loyal / Core Buyers,56,6,2698.88,0.0,0.0
CUST00800,Champions,12,10,7685.3939,0.2,0.0
CUST00801,Loyal / Core Buyers,76,3,2389.4501999999998,0.0,1.0
CUST00802,Dormant Customers,201,1,1286.6399999999999,0.0,0.0
CUST00803,Loyal / Core Buyers,53,7,4018.6887,0.0,0.0
CUST00804,Dormant Customers,14,1,756.5298,0.0,0.0
CUST00805,Dormant Customers,41,1,694.9031,0.0,0.0
CUST00806,Dormant Customers,21,1,527.5530000000001,0.0,0.0
CUST00807,Loyal / Core Buyers,112,2,1518.1629,0.0,0.0
CUST00808,Loyal / Core Buyers,53,5,1682.7125999999998,0.2,1.0
CUST00809,Loyal / Core Buyers,22,3,1276.2315999999998,0.3333333333333333,1.0
CUST00810,Dormant Customers,217,1,333.22589999999997,0.0,0.0
CUST00811,At-Risk Customers,184,6,2345.3259,0.0,0.0
CUST00812,Dormant Customers,189,1,287.37,0.0,0.0
CUST00813,Champions,5,9,7940.4546,0.0,1.0
CUST00814,At-Risk Customers,88,3,2964.6089,0.0,0.0
CUST00815,At-Risk Customers,137,3,2563.3516,0.0,0.0
CUST00816,Loyal / Core Buyers,59,2,1830.1816000000001,0.0,1.0
CUST00817,Champions,9,14,7817.2297,0.0,0.0
CUST00818,Dormant Customers,147,1,870.1792,0.0,0.0
CUST00819,Loyal / Core Buyers,28,4,1789.8421,0.0,0.0
CUST00820,Loyal / Core Buyers,189,2,521.1034000000001,0.0,0.0
CUST00821,At-Risk Customers,94,3,892.8577,0.3333333333333333,1.0
CUST00822,Loyal / Core Buyers,76,6,2904.4906,0.0,1.0
CUST00823,At-Risk Customers,146,8,2711.6648,0.25,0.0
CUST00824,Champions,4,4,2144.809,0.0,0.0
CUST00825,Dormant Customers,97,1,308.0775,0.0,0.0
CUST00826,At-Risk Customers,158,10,5459.388199999999,0.0,0.0
CUST00827,Dormant Customers,57,1,1427.1935999999998,0.0,0.0
